_sa_instance_state, article_id, condition, exposure_id, popstate, position, previous_scroll_rate, primary, timestamp_selections, title, user_id
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0f11e20>","2a","condition3","28656698765/2023-08-07 14:03:50.623552","no","2","0","28656698765/2a/2/2023-08-07 14:03:55.667124","2023-08-07 14:03:55.667124","Kritiek op nieuwe Transgenderwet is “boosmakend en transfoob”: Transvrouw vertelt over het belang van de wet","28656698765",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0f11eb0>","2a","condition3","28656698765/2023-08-07 14:03:50.623552","yes","2","0","28656698765/2a/2/2023-08-07 14:03:55.820140","2023-08-07 14:03:55.820140","Kritiek op nieuwe Transgenderwet is “boosmakend en transfoob”: Transvrouw vertelt over het belang van de wet","28656698765",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0f11f40>","1a","condition3","28656698765/2023-08-07 14:07:09.103519","no","3","0.2","28656698765/1a/3/2023-08-07 14:07:22.786402","2023-08-07 14:07:22.786402","Transpersonen over belang nieuwe wet: “Belachelijk, ik moet nu eerst bewijzen dat ik trans genoeg ben”","28656698765",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0f11fd0>","1a","condition3","28656698765/2023-08-07 14:07:09.103519","yes","3","0.2","28656698765/1a/3/2023-08-07 14:07:24.116263","2023-08-07 14:07:24.116263","Transpersonen over belang nieuwe wet: “Belachelijk, ik moet nu eerst bewijzen dat ik trans genoeg ben”","28656698765",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e970a0>","3a","condition3","28656698765/2023-08-07 14:10:13.256678","no","4","0.69","28656698765/3a/4/2023-08-07 14:10:27.293089","2023-08-07 14:10:27.293089","Argumenten critici Transgenderwet “slaan helemaal nergens op”: Transman over waarom de nieuwe wet voor transgender personen zo belangrijk is","28656698765",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e97130>","3a","condition3","28656698765/2023-08-07 14:10:13.256678","yes","4","0.69","28656698765/3a/4/2023-08-07 14:10:27.434573","2023-08-07 14:10:27.434573","Argumenten critici Transgenderwet “slaan helemaal nergens op”: Transman over waarom de nieuwe wet voor transgender personen zo belangrijk is","28656698765",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e971c0>","5b","condition3","28656698765/2023-08-07 14:15:33.976456","no","5","1","28656698765/5b/5/2023-08-07 14:15:48.708058","2023-08-07 14:15:48.708058","Kabinet maakt publiekelijk excuses voor oude Transgenderwet","28656698765",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e97250>","5b","condition3","28656698765/2023-08-07 14:15:33.976456","yes","5","1","28656698765/5b/5/2023-08-07 14:15:49.930556","2023-08-07 14:15:49.930556","Kabinet maakt publiekelijk excuses voor oude Transgenderwet","28656698765",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e972e0>","12a","condition3","28656698765/2023-08-07 14:17:31.449816","no","6","1","28656698765/12a/6/2023-08-07 14:17:43.628107","2023-08-07 14:17:43.628107","Lopen vrouwen dankzij Transgenderwet gevaar in het vrouwentoilet? ‘Onzin! Dit is maar een spookbeeld’, zegt transgender activist Lydia van Doorn","28656698765",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e97370>","12a","condition3","28656698765/2023-08-07 14:17:31.449816","yes","6","1","28656698765/12a/6/2023-08-07 14:17:44.241424","2023-08-07 14:17:44.241424","Lopen vrouwen dankzij Transgenderwet gevaar in het vrouwentoilet? ‘Onzin! Dit is maar een spookbeeld’, zegt transgender activist Lydia van Doorn","28656698765",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e97400>","11a","condition3","28656698765/2023-08-07 14:21:57.281462","no","7","1","28656698765/11a/7/2023-08-07 14:22:16.541013","2023-08-07 14:22:16.541013","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","28656698765",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e97490>","11a","condition3","28656698765/2023-08-07 14:21:57.281462","yes","7","1","28656698765/11a/7/2023-08-07 14:22:17.788739","2023-08-07 14:22:17.788739","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","28656698765",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e97520>","11a","condition3","471/2023-08-08 14:40:48.433881","no","1","0","471/11a/1/2023-08-08 14:43:06.458191","2023-08-08 14:43:06.458191","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e975b0>","11a","condition3","471/2023-08-08 14:40:48.433881","yes","1","0","471/11a/1/2023-08-08 14:43:06.559855","2023-08-08 14:43:06.559855","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e97640>","11a","condition3","471/2023-08-08 14:43:07.794987","yes","1","0","471/11a/1/2023-08-08 14:45:23.907068","2023-08-08 14:45:23.907068","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e976d0>","11a","condition3","471/2023-08-08 14:43:07.794987","yes","1","0","471/11a/1/2023-08-08 14:46:13.890728","2023-08-08 14:46:13.890728","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e97760>","11a","condition3","471/2023-08-08 14:43:07.794987","yes","1","0","471/11a/1/2023-08-08 14:46:37.442793","2023-08-08 14:46:37.442793","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e977f0>","11a","condition3","471/2023-08-08 14:43:07.794987","yes","1","0.54","471/11a/1/2023-08-08 14:51:51.461555","2023-08-08 14:51:51.461555","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e97880>","11a","condition3","471/2023-08-08 14:43:07.794987","yes","1","1","471/11a/1/2023-08-08 14:52:43.315762","2023-08-08 14:52:43.315762","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e97910>","11a","condition3","471/2023-08-08 14:54:30.698193","yes","1","0.43","471/11a/1/2023-08-08 14:55:12.105052","2023-08-08 14:55:12.105052","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e979a0>","11a","condition3","471/2023-08-08 14:54:30.698193","yes","1","0","471/11a/1/2023-08-08 14:56:08.184835","2023-08-08 14:56:08.184835","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e97a30>","11a","condition3","471/2023-08-08 14:54:30.698193","yes","1","0","471/11a/1/2023-08-08 14:56:42.359787","2023-08-08 14:56:42.359787","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e97ac0>","11a","condition3","471/2023-08-08 15:00:51.079891","yes","1","0","471/11a/1/2023-08-08 15:01:23.149060","2023-08-08 15:01:23.149060","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e97b50>","11a","condition3","471/2023-08-08 15:15:20.177304","yes","1","0.39","471/11a/1/2023-08-08 15:15:46.308585","2023-08-08 15:15:46.308585","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e97be0>","11a","condition3","471/2023-08-08 15:15:20.177304","yes","1","0","471/11a/1/2023-08-08 15:15:46.328222","2023-08-08 15:15:46.328222","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e97c70>","11a","condition3","471/2023-08-08 15:22:06.076356","yes","1","0","471/11a/1/2023-08-08 15:23:02.891642","2023-08-08 15:23:02.891642","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e97d00>","11a","condition3","471/2023-08-08 15:23:33.203721","yes","1","0","471/11a/1/2023-08-08 15:23:56.232732","2023-08-08 15:23:56.232732","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e97d90>","11a","condition3","471/2023-08-08 15:23:33.203721","yes","1","0","471/11a/1/2023-08-08 15:24:00.054454","2023-08-08 15:24:00.054454","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e97e20>","11a","condition3","471/2023-08-08 15:27:11.358139","yes","1","0","471/11a/1/2023-08-08 15:27:25.360746","2023-08-08 15:27:25.360746","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e97eb0>","11a","condition3","471/2023-08-08 15:27:34.578810","yes","1","0","471/11a/1/2023-08-08 15:28:04.868117","2023-08-08 15:28:04.868117","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e97f40>","11a","condition3","471/2023-08-08 15:28:13.433239","yes","1","0.08","471/11a/1/2023-08-08 15:30:19.473663","2023-08-08 15:30:19.473663","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e97fd0>","11a","condition3","471/2023-08-08 15:28:13.433239","yes","1","0","471/11a/1/2023-08-08 15:30:37.931762","2023-08-08 15:30:37.931762","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9c0a0>","11a","condition3","471/2023-08-08 15:28:13.433239","yes","1","0","471/11a/1/2023-08-08 15:31:02.383639","2023-08-08 15:31:02.383639","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9c130>","11a","condition3","471/2023-08-08 15:31:23.276968","yes","1","0.22","471/11a/1/2023-08-08 15:33:23.959449","2023-08-08 15:33:23.959449","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9c1c0>","11a","condition3","471/2023-08-08 15:33:43.162233","yes","1","1","471/11a/1/2023-08-08 15:34:32.994948","2023-08-08 15:34:32.994948","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9c250>","11a","condition3","471/2023-08-08 15:33:43.162233","yes","1","1","471/11a/1/2023-08-08 15:35:02.997604","2023-08-08 15:35:02.997604","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9c2e0>","11a","condition3","471/2023-08-08 15:33:43.162233","yes","1","0","471/11a/1/2023-08-08 15:35:35.634320","2023-08-08 15:35:35.634320","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9c370>","11a","condition3","471/2023-08-08 15:33:43.162233","yes","1","0","471/11a/1/2023-08-08 15:35:43.394607","2023-08-08 15:35:43.394607","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9c400>","11a","condition3","471/2023-08-08 15:36:09.424551","yes","1","0.16","471/11a/1/2023-08-08 15:38:08.144072","2023-08-08 15:38:08.144072","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9c490>","11a","condition3","471/2023-08-08 15:38:24.965992","yes","1","0.38","471/11a/1/2023-08-08 15:38:49.419261","2023-08-08 15:38:49.419261","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9c520>","11a","condition3","471/2023-08-08 15:38:49.920111","yes","1","0.16","471/11a/1/2023-08-08 15:40:26.937238","2023-08-08 15:40:26.937238","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9c5b0>","11a","condition3","471/2023-08-08 15:43:11.757114","yes","1","0","471/11a/1/2023-08-08 15:43:50.351391","2023-08-08 15:43:50.351391","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9c640>","11a","condition3","471/2023-08-08 15:43:11.757114","yes","1","0","471/11a/1/2023-08-08 15:43:56.483091","2023-08-08 15:43:56.483091","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9c6d0>","11a","condition3","471/2023-08-08 15:44:20.172088","yes","1","0","471/11a/1/2023-08-08 15:44:55.941685","2023-08-08 15:44:55.941685","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9c760>","11a","condition3","471/2023-08-08 15:44:57.262550","yes","1","0","471/11a/1/2023-08-08 15:45:18.232071","2023-08-08 15:45:18.232071","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9c7f0>","11a","condition3","471/2023-08-08 15:44:57.262550","yes","1","0","471/11a/1/2023-08-08 15:45:19.443513","2023-08-08 15:45:19.443513","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9c880>","11a","condition3","471/2023-08-08 15:44:57.262550","yes","1","0","471/11a/1/2023-08-08 15:48:05.592485","2023-08-08 15:48:05.592485","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9c910>","11a","condition3","471/2023-08-08 15:44:57.262550","yes","1","0","471/11a/1/2023-08-08 15:48:09.923699","2023-08-08 15:48:09.923699","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9c9a0>","11a","condition3","471/2023-08-08 15:51:21.297151","yes","1","0.2","471/11a/1/2023-08-08 15:51:36.608098","2023-08-08 15:51:36.608098","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9ca30>","11a","condition3","471/2023-08-08 15:51:21.297151","yes","1","0.2","471/11a/1/2023-08-08 15:51:36.669551","2023-08-08 15:51:36.669551","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9cac0>","11a","condition3","471/2023-08-08 15:52:46.163781","yes","1","0","471/11a/1/2023-08-08 15:53:52.787244","2023-08-08 15:53:52.787244","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9cb50>","11a","condition3","471/2023-08-08 16:04:29.712035","yes","1","0.2","471/11a/1/2023-08-08 16:07:31.626015","2023-08-08 16:07:31.626015","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9cbe0>","11a","condition3","471/2023-08-08 16:04:29.712035","yes","1","0.2","471/11a/1/2023-08-08 16:07:31.891860","2023-08-08 16:07:31.891860","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9cc70>","11a","condition3","471/2023-08-08 16:12:48.483575","yes","1","0","471/11a/1/2023-08-08 16:13:17.935546","2023-08-08 16:13:17.935546","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9cd00>","11a","condition3","471/2023-08-08 16:13:32.354552","yes","1","0","471/11a/1/2023-08-08 16:13:48.185538","2023-08-08 16:13:48.185538","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9cd90>","11a","condition3","471/2023-08-08 16:13:32.354552","yes","1","0","471/11a/1/2023-08-08 16:14:08.419214","2023-08-08 16:14:08.419214","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9ce20>","11a","condition3","471/2023-08-08 16:14:31.765586","yes","1","0","471/11a/1/2023-08-08 16:15:50.333792","2023-08-08 16:15:50.333792","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9ceb0>","11a","condition3","471/2023-08-08 16:15:50.541080","yes","1","0","471/11a/1/2023-08-08 16:19:39.855353","2023-08-08 16:19:39.855353","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9cf40>","11a","condition3","471/2023-08-08 16:15:50.541080","yes","1","0","471/11a/1/2023-08-08 16:22:24.221297","2023-08-08 16:22:24.221297","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0e9cfd0>","11a","condition3","471/2023-08-08 16:22:28.604969","yes","1","0","471/11a/1/2023-08-08 16:23:55.526967","2023-08-08 16:23:55.526967","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea20a0>","11a","condition3","471/2023-08-08 16:22:28.604969","yes","1","0.49","471/11a/1/2023-08-08 16:30:40.875594","2023-08-08 16:30:40.875594","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea2130>","11a","condition3","471/2023-08-08 16:31:16.820515","yes","1","0.89","471/11a/1/2023-08-08 16:32:28.723287","2023-08-08 16:32:28.723287","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea21c0>","11a","condition3","471/2023-08-08 16:32:34.800183","yes","1","1","471/11a/1/2023-08-08 16:34:33.838254","2023-08-08 16:34:33.838254","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea2250>","11a","condition3","471/2023-08-08 16:32:34.800183","yes","1","1","471/11a/1/2023-08-08 16:34:43.361907","2023-08-08 16:34:43.361907","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea22e0>","11a","condition3","471/2023-08-08 16:34:54.564835","yes","1","0","471/11a/1/2023-08-08 16:37:36.204187","2023-08-08 16:37:36.204187","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea2370>","11a","condition3","471/2023-08-08 16:37:36.380056","yes","1","0","471/11a/1/2023-08-08 16:37:36.868044","2023-08-08 16:37:36.868044","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea2400>","11a","condition3","471/2023-08-08 16:37:36.916143","yes","1","0","471/11a/1/2023-08-08 16:37:37.008321","2023-08-08 16:37:37.008321","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea2490>","11a","condition3","471/2023-08-08 16:37:39.541694","yes","1","0","471/11a/1/2023-08-08 16:37:39.700605","2023-08-08 16:37:39.700605","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea2520>","11a","condition3","471/2023-08-08 16:38:12.862118","yes","1","1","471/11a/1/2023-08-08 16:38:51.547320","2023-08-08 16:38:51.547320","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea25b0>","11a","condition3","471/2023-08-08 16:38:12.862118","yes","1","1","471/11a/1/2023-08-08 16:39:00.069663","2023-08-08 16:39:00.069663","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea2640>","11a","condition3","471/2023-08-08 16:38:12.862118","yes","1","0","471/11a/1/2023-08-08 21:39:20.962775","2023-08-08 21:39:20.962775","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea26d0>","11a","condition3","471/2023-08-08 21:39:21.107213","yes","1","0","471/11a/1/2023-08-08 21:39:56.086438","2023-08-08 21:39:56.086438","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea2760>","11a","condition3","471/2023-08-08 21:39:21.107213","yes","1","0","471/11a/1/2023-08-08 21:40:30.234142","2023-08-08 21:40:30.234142","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea27f0>","11a","condition3","471/2023-08-08 21:39:21.107213","yes","1","0","471/11a/1/2023-08-08 21:40:30.253006","2023-08-08 21:40:30.253006","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea2880>","11a","condition3","471/2023-08-08 21:40:49.533731","yes","1","0","471/11a/1/2023-08-08 21:40:49.596666","2023-08-08 21:40:49.596666","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea2910>","11a","condition3","471/2023-08-08 21:41:01.290710","yes","1","0","471/11a/1/2023-08-08 21:41:17.236397","2023-08-08 21:41:17.236397","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea29a0>","11a","condition3","471/2023-08-08 21:41:01.290710","yes","1","0","471/11a/1/2023-08-08 21:41:17.249691","2023-08-08 21:41:17.249691","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea2a30>","11a","condition3","471/2023-08-08 21:41:26.713214","yes","1","0","471/11a/1/2023-08-08 21:41:26.921042","2023-08-08 21:41:26.921042","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
